Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
                0.00    0.00      64/64          std::_Hashtable<std::string, std::pair<std::string const, std::string const>, std::allocator<std::pair<std::string const, std::string const> >, std::__detail::_Select1st, std::equal_to<std::string>, std::hash<std::string>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<true, false, true> >::_M_insert_unique_node(unsigned long, unsigned long, std::__detail::_Hash_node<std::pair<std::string const, std::string const>, true>*) [80]
-----------------------------------------------
                0.00    0.00       4/4           DualityEngine::System::System(DualityEngine::ComponentBank*, std::string, int) [102]
[113]    0.0    0.00    0.00       4         void std::vector<std::vector<unsigned long, std::allocator<unsigned long> >, std::allocator<std::vector<unsigned long, std::allocator<unsigned long> > > >::_M_emplace_back_aux<std::vector<unsigned long, std::allocator<unsigned long> > >(std::vector<unsigned long, std::allocator<unsigned long> >&&) [113]
-----------------------------------------------
                0.00    0.00       4/4           DualityEngine::System::System(DualityEngine::ComponentBank*, std::string, int) [102]
[114]    0.0    0.00    0.00       4         void std::vector<unsigned long, std::allocator<unsigned long> >::_M_emplace_back_aux<unsigned long>(unsigned long&&) [114]
-----------------------------------------------
                0.00    0.00       3/3           stbi__parse_png_file(stbi__png*, int, int) [117]
[115]    0.0    0.00    0.00       3         stbi__skip(stbi__context*, int) [115]
-----------------------------------------------
                0.00    0.00       3/3           stbi__parse_png_file(stbi__png*, int, int) [117]
[116]    0.0    0.00    0.00       3         stbi__stdio_skip(void*, int) [116]
-----------------------------------------------
                0.00    0.00       3/3           stbi__load_flip(stbi__context*, int*, int*, int*, int) [142]
[117]    0.0    0.00    0.00       3         stbi__parse_png_file(stbi__png*, int, int) [117]
                0.00    0.00     783/783         stbi__get16be(stbi__context*) [74]
                0.00    0.00     133/133         stbi__getn(stbi__context*, unsigned char*, int) [76]
                0.00    0.00       6/6           stbi__get8(stbi__context*) [107]
                0.00    0.00       4/4           stbi__create_png_image(stbi__png*, unsigned char*, unsigned int, int, int, int, int) [110]
                0.00    0.00       3/3           stbi__skip(stbi__context*, int) [115]
                0.00    0.00       3/3           stbi__stdio_skip(void*, int) [116]
                0.00    0.00       2/2           stbi__get32be(stbi__context*) [141]
                0.00    0.00       1/1           stbi_zlib_decode_malloc_guesssize_headerflag [6]
-----------------------------------------------
                0.00    0.00       3/3           DualityEngine::Game::Main() [3]
[118]    0.0    0.00    0.00       3         DualityEngine::SystemEngine::engage() [118]
-----------------------------------------------
                0.00    0.00       3/3           DualityEngine::Game::~Game() [437]
[119]    0.0    0.00    0.00       3         DualityEngine::SystemEngine::~SystemEngine() [119]
-----------------------------------------------
                0.00    0.00       3/3           DualityEngine::System_Scripting::parseAddCommand(std::vector<std::string, std::allocator<std::string> > const&) [92]
[120]    0.0    0.00    0.00       3         DualityEngine::ComponentBank::addPosition(unsigned long const&, double const&, double const&, double const&) [120]
                0.00    0.00       3/18          DualityEngine::ComponentBank::tryAddFlagToSoul(unsigned long const&, unsigned long const&) [91]
                0.00    0.00       3/3           bool DualityEngine::ComponentBank::tryAddComponent<DualityEngine::Position, double, double, double>(unsigned long const&, char const*, DualityEngine::HashMap<unsigned long, DualityEngine::Position>&, double const&, double const&, double const&) [128]
-----------------------------------------------
                0.00    0.00       3/3           DualityEngine::System_Scripting::parseAssignment(std::vector<std::string, std::allocator<std::string> > const&) [130]
[121]    0.0    0.00    0.00       3         DualityEngine::ComponentBank::createEntity(char const*) [121]
                0.00    0.00       3/3           bool DualityEngine::ComponentBank::tryAddComponent<DualityEngine::Soul, char const*, DualityEngine::DUA_componentFlags, int>(unsigned long const&, char const*, DualityEngine::HashMap<unsigned long, DualityEngine::Soul>&, char const* const&, DualityEngine::DUA_componentFlags const&, int const&) [126]
-----------------------------------------------
                0.00    0.00       3/3           DualityEngine::System_Scripting::parseAddCommand(std::vector<std::string, std::allocator<std::string> > const&) [92]
[122]    0.0    0.00    0.00       3         DualityEngine::ComponentBank::addOrientation(unsigned long const&, double const&, double const&, double const&) [122]
                0.00    0.00       3/18          DualityEngine::ComponentBank::tryAddFlagToSoul(unsigned long const&, unsigned long const&) [91]
                0.00    0.00       3/3           bool DualityEngine::ComponentBank::tryAddComponent<DualityEngine::Orientation, double, double, double>(unsigned long const&, char const*, DualityEngine::HashMap<unsigned long, DualityEngine::Orientation>&, double const&, double const&, double const&) [124]
-----------------------------------------------
                0.00    0.00       3/3           DualityEngine::System_Scripting::parseAddCommand(std::vector<std::string, std::allocator<std::string> > const&) [92]
[123]    0.0    0.00    0.00       3         DualityEngine::ComponentBank::addAngularVeloc(unsigned long const&, double const&, double const&, double const&) [123]
                0.00    0.00       3/18          DualityEngine::ComponentBank::tryAddFlagToSoul(unsigned long const&, unsigned long const&) [91]
                0.00    0.00       3/3           bool DualityEngine::ComponentBank::tryAddComponent<DualityEngine::AngularVelocity, double, double, double>(unsigned long const&, char const*, DualityEngine::HashMap<unsigned long, DualityEngine::AngularVelocity>&, double const&, double const&, double const&) [125]
-----------------------------------------------
                0.00    0.00       3/3           DualityEngine::ComponentBank::addOrientation(unsigned long const&, double const&, double const&, double const&) [122]
[124]    0.0    0.00    0.00       3         bool DualityEngine::ComponentBank::tryAddComponent<DualityEngine::Orientation, double, double, double>(unsigned long const&, char const*, DualityEngine::HashMap<unsigned long, DualityEngine::Orientation>&, double const&, double const&, double const&) [124]
                0.00    0.00       3/3           std::_Hashtable<unsigned long, std::pair<unsigned long const, DualityEngine::Orientation>, std::allocator<std::pair<unsigned long const, DualityEngine::Orientation> >, std::__detail::_Select1st, std::equal_to<unsigned long>, std::hash<unsigned long>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_insert_unique_node(unsigned long, unsigned long, std::__detail::_Hash_node<std::pair<unsigned long const, DualityEngine::Orientation>, false>*) [135]
                0.00    0.00       3/63          DualityEngine::System::discoverID(unsigned long const&) [81]
                0.00    0.00       3/21          DualityEngine::Game::systems_discover(unsigned long const&) [88]
                0.00    0.00       3/21          void DualityEngine::DelegateSpawner<DualityEngine::Game, void, unsigned long const&>::MethodCaller<&DualityEngine::Game::systems_discover>(void*, unsigned long const&) [87]
-----------------------------------------------
                0.00    0.00       3/3           DualityEngine::ComponentBank::addAngularVeloc(unsigned long const&, double const&, double const&, double const&) [123]
[125]    0.0    0.00    0.00       3         bool DualityEngine::ComponentBank::tryAddComponent<DualityEngine::AngularVelocity, double, double, double>(unsigned long const&, char const*, DualityEngine::HashMap<unsigned long, DualityEngine::AngularVelocity>&, double const&, double const&, double const&) [125]
                0.00    0.00       3/3           std::_Hashtable<unsigned long, std::pair<unsigned long const, DualityEngine::AngularVelocity>, std::allocator<std::pair<unsigned long const, DualityEngine::AngularVelocity> >, std::__detail::_Select1st, std::equal_to<unsigned long>, std::hash<unsigned long>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_insert_unique_node(unsigned long, unsigned long, std::__detail::_Hash_node<std::pair<unsigned long const, DualityEngine::AngularVelocity>, false>*) [136]
                0.00    0.00       3/63          DualityEngine::System::discoverID(unsigned long const&) [81]
                0.00    0.00       3/21          DualityEngine::Game::systems_discover(unsigned long const&) [88]
                0.00    0.00       3/21          void DualityEngine::DelegateSpawner<DualityEngine::Game, void, unsigned long const&>::MethodCaller<&DualityEngine::Game::systems_discover>(void*, unsigned long const&) [87]
-----------------------------------------------
                0.00    0.00       3/3           DualityEngine::ComponentBank::createEntity(char const*) [121]
[126]    0.0    0.00    0.00       3         bool DualityEngine::ComponentBank::tryAddComponent<DualityEngine::Soul, char const*, DualityEngine::DUA_componentFlags, int>(unsigned long const&, char const*, DualityEngine::HashMap<unsigned long, DualityEngine::Soul>&, char const* const&, DualityEngine::DUA_componentFlags const&, int const&) [126]
                0.00    0.00       3/3           std::__detail::_Hash_node<std::pair<unsigned long const, DualityEngine::Soul>, false>* std::_Hashtable<unsigned long, std::pair<unsigned long const, DualityEngine::Soul>, std::allocator<std::pair<unsigned long const, DualityEngine::Soul> >, std::__detail::_Select1st, std::equal_to<unsigned long>, std::hash<unsigned long>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_allocate_node<std::piecewise_construct_t const&, std::tuple<unsigned long const&>, std::tuple<char const* const&, DualityEngine::DUA_componentFlags const&, int const&> >(std::piecewise_construct_t const&, std::tuple<unsigned long const&>&&, std::tuple<char const* const&, DualityEngine::DUA_componentFlags const&, int const&>&&) [137]
                0.00    0.00       3/3           std::_Hashtable<unsigned long, std::pair<unsigned long const, DualityEngine::Soul>, std::allocator<std::pair<unsigned long const, DualityEngine::Soul> >, std::__detail::_Select1st, std::equal_to<unsigned long>, std::hash<unsigned long>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_insert_unique_node(unsigned long, unsigned long, std::__detail::_Hash_node<std::pair<unsigned long const, DualityEngine::Soul>, false>*) [138]
                0.00    0.00       3/63          DualityEngine::System::discoverID(unsigned long const&) [81]
                0.00    0.00       3/21          DualityEngine::Game::systems_discover(unsigned long const&) [88]
                0.00    0.00       3/21          void DualityEngine::DelegateSpawner<DualityEngine::Game, void, unsigned long const&>::MethodCaller<&DualityEngine::Game::systems_discover>(void*, unsigned long const&) [87]
-----------------------------------------------
                0.00    0.00       3/3           DualityEngine::ComponentBank::addModel(unsigned long const&, char const*) [129]
[127]    0.0    0.00    0.00       3         bool DualityEngine::ComponentBank::tryAddComponent<DualityEngine::Model, char const*>(unsigned long const&, char const*, DualityEngine::HashMap<unsigned long, DualityEngine::Model>&, char const* const&) [127]
                0.00    0.00       3/3           std::_Hashtable<unsigned long, std::pair<unsigned long const, DualityEngine::Model>, std::allocator<std::pair<unsigned long const, DualityEngine::Model> >, std::__detail::_Select1st, std::equal_to<unsigned long>, std::hash<unsigned long>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_insert_unique_node(unsigned long, unsigned long, std::__detail::_Hash_node<std::pair<unsigned long const, DualityEngine::Model>, false>*) [139]
                0.00    0.00       3/63          DualityEngine::System::discoverID(unsigned long const&) [81]
                0.00    0.00       3/21          DualityEngine::Game::systems_discover(unsigned long const&) [88]
                0.00    0.00       3/21          void DualityEngine::DelegateSpawner<DualityEngine::Game, void, unsigned long const&>::MethodCaller<&DualityEngine::Game::systems_discover>(void*, unsigned long const&) [87]
-----------------------------------------------
                0.00    0.00       3/3           DualityEngine::ComponentBank::addPosition(unsigned long const&, double const&, double const&, double const&) [120]
[128]    0.0    0.00    0.00       3         bool DualityEngine::ComponentBank::tryAddComponent<DualityEngine::Position, double, double, double>(unsigned long const&, char const*, DualityEngine::HashMap<unsigned long, DualityEngine::Position>&, double const&, double const&, double const&) [128]
                0.00    0.00       3/3           std::_Hashtable<unsigned long, std::pair<unsigned long const, DualityEngine::Position>, std::allocator<std::pair<unsigned long const, DualityEngine::Position> >, std::__detail::_Select1st, std::equal_to<unsigned long>, std::hash<unsigned long>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_insert_unique_node(unsigned long, unsigned long, std::__detail::_Hash_node<std::pair<unsigned long const, DualityEngine::Position>, false>*) [140]
                0.00    0.00       3/63          DualityEngine::System::discoverID(unsigned long const&) [81]
                0.00    0.00       3/21          DualityEngine::Game::systems_discover(unsigned long const&) [88]
                0.00    0.00       3/21          void DualityEngine::DelegateSpawner<DualityEngine::Game, void, unsigned long const&>::MethodCaller<&DualityEngine::Game::systems_discover>(void*, unsigned long const&) [87]
-----------------------------------------------
                0.00    0.00       3/3           DualityEngine::System_Scripting::parseAddCommand(std::vector<std::string, std::allocator<std::string> > const&) [92]
[129]    0.0    0.00    0.00       3         DualityEngine::ComponentBank::addModel(unsigned long const&, char const*) [129]
                0.00    0.00       3/18          DualityEngine::ComponentBank::tryAddFlagToSoul(unsigned long const&, unsigned long const&) [91]
                0.00    0.00       3/3           bool DualityEngine::ComponentBank::tryAddComponent<DualityEngine::Model, char const*>(unsigned long const&, char const*, DualityEngine::HashMap<unsigned long, DualityEngine::Model>&, char const* const&) [127]
-----------------------------------------------
                0.00    0.00       3/3           DualityEngine::System_Scripting::parseCommand(std::string const&) [86]
[130]    0.0    0.00    0.00       3         DualityEngine::System_Scripting::parseAssignment(std::vector<std::string, std::allocator<std::string> > const&) [130]
                0.00    0.00       3/3           DualityEngine::ComponentBank::createEntity(char const*) [121]
                0.00    0.00       3/3           std::_Hashtable<std::string, std::pair<std::string const, unsigned long>, std::allocator<std::pair<std::string const, unsigned long> >, std::__detail::_Select1st, std::equal_to<std::string>, std::hash<std::string>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<true, false, true> >::_M_insert_unique_node(unsigned long, unsigned long, std::__detail::_Hash_node<std::pair<std::string const, unsigned long>, true>*) [134]
                0.00    0.00       3/3           std::string __gnu_cxx::__to_xstring<std::string, char>(int (*)(char*, unsigned long, char const*, __va_list_tag*), unsigned long, char const*, ...) [133]
                0.00    0.00       3/21          DualityEngine::Console::output(char const*) [89]
                0.00    0.00       3/16          DualityEngine::Console::outputStr(std::string const&) [97]
                0.00    0.00       3/16          void DualityEngine::DelegateSpawner<DualityEngine::Console, void, std::string const&>::MethodCaller<&DualityEngine::Console::outputStr>(void*, std::string const&) [96]
-----------------------------------------------
                0.00    0.00       3/3           DualityEngine::EngineThreadFunction(void*) [5]
[131]    0.0    0.00    0.00       3         DualityEngine::System::confirmPaused() [131]
-----------------------------------------------
                0.00    0.00       3/3           DualityEngine::Game::resumeBankDependentSystems() [429]
[132]    0.0    0.00    0.00       3         DualityEngine::System::resume() [132]
-----------------------------------------------
                0.00    0.00       3/3           DualityEngine::System_Scripting::parseAssignment(std::vector<std::string, std::allocator<std::string> > const&) [130]
[133]    0.0    0.00    0.00       3         std::string __gnu_cxx::__to_xstring<std::string, char>(int (*)(char*, unsigned long, char const*, __va_list_tag*), unsigned long, char const*, ...) [133]
-----------------------------------------------
                0.00    0.00       3/3           DualityEngine::System_Scripting::parseAssignment(std::vector<std::string, std::allocator<std::string> > const&) [130]
[134]    0.0    0.00    0.00       3         std::_Hashtable<std::string, std::pair<std::string const, unsigned long>, std::allocator<std::pair<std::string const, unsigned long> >, std::__detail::_Select1st, std::equal_to<std::string>, std::hash<std::string>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<true, false, true> >::_M_insert_unique_node(unsigned long, unsigned long, std::__detail::_Hash_node<std::pair<std::string const, unsigned long>, true>*) [134]
-----------------------------------------------
                0.00    0.00       3/3           bool DualityEngine::ComponentBank::tryAddComponent<DualityEngine::Orientation, double, double, double>(unsigned long const&, char const*, DualityEngine::HashMap<unsigned long, DualityEngine::Orientation>&, double const&, double const&, double const&) [124]
[135]    0.0    0.00    0.00       3         std::_Hashtable<unsigned long, std::pair<unsigned long const, DualityEngine::Orientation>, std::allocator<std::pair<unsigned long const, DualityEngine::Orientation> >, std::__detail::_Select1st, std::equal_to<unsigned long>, std::hash<unsigned long>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_insert_unique_node(unsigned long, unsigned long, std::__detail::_Hash_node<std::pair<unsigned long const, DualityEngine::Orientation>, false>*) [135]
-----------------------------------------------
                0.00    0.00       3/3           bool DualityEngine::ComponentBank::tryAddComponent<DualityEngine::AngularVelocity, double, double, double>(unsigned long const&, char const*, DualityEngine::HashMap<unsigned long, DualityEngine::AngularVelocity>&, double const&, double const&, double const&) [125]
[136]    0.0    0.00    0.00       3         std::_Hashtable<unsigned long, std::pair<unsigned long const, DualityEngine::AngularVelocity>, std::allocator<std::pair<unsigned long const, DualityEngine::AngularVelocity> >, std::__detail::_Select1st, std::equal_to<unsigned long>, std::hash<unsigned long>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_insert_unique_node(unsigned long, unsigned long, std::__detail::_Hash_node<std::pair<unsigned long const, DualityEngine::AngularVelocity>, false>*) [136]
-----------------------------------------------
                0.00    0.00       3/3           bool DualityEngine::ComponentBank::tryAddComponent<DualityEngine::Soul, char const*, DualityEngine::DUA_componentFlags, int>(unsigned long const&, char const*, DualityEngine::HashMap<unsigned long, DualityEngine::Soul>&, char const* const&, DualityEngine::DUA_componentFlags const&, int const&) [126]
[137]    0.0    0.00    0.00       3         std::__detail::_Hash_node<std::pair<unsigned long const, DualityEngine::Soul>, false>* std::_Hashtable<unsigned long, std::pair<unsigned long const, DualityEngine::Soul>, std::allocator<std::pair<unsigned long const, DualityEngine::Soul> >, std::__detail::_Select1st, std::equal_to<unsigned long>, std::hash<unsigned long>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_allocate_node<std::piecewise_construct_t const&, std::tuple<unsigned long const&>, std::tuple<char const* const&, DualityEngine::DUA_componentFlags const&, int const&> >(std::piecewise_construct_t const&, std::tuple<unsigned long const&>&&, std::tuple<char const* const&, DualityEngine::DUA_componentFlags const&, int const&>&&) [137]
-----------------------------------------------
                0.00    0.00       3/3           bool DualityEngine::ComponentBank::tryAddComponent<DualityEngine::Soul, char const*, DualityEngine::DUA_componentFlags, int>(unsigned long const&, char const*, DualityEngine::HashMap<unsigned long, DualityEngine::Soul>&, char const* const&, DualityEngine::DUA_componentFlags const&, int const&) [126]
[138]    0.0    0.00    0.00       3         std::_Hashtable<unsigned long, std::pair<unsigned long const, DualityEngine::Soul>, std::allocator<std::pair<unsigned long const, DualityEngine::Soul> >, std::__detail::_Select1st, std::equal_to<unsigned long>, std::hash<unsigned long>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_insert_unique_node(unsigned long, unsigned long, std::__detail::_Hash_node<std::pair<unsigned long const, DualityEngine::Soul>, false>*) [138]
-----------------------------------------------
                0.00    0.00       3/3           bool DualityEngine::ComponentBank::tryAddComponent<DualityEngine::Model, char const*>(unsigned long const&, char const*, DualityEngine::HashMap<unsigned long, DualityEngine::Model>&, char const* const&) [127]
[139]    0.0    0.00    0.00       3         std::_Hashtable<unsigned long, std::pair<unsigned long const, DualityEngine::Model>, std::allocator<std::pair<unsigned long const, DualityEngine::Model> >, std::__detail::_Select1st, std::equal_to<unsigned long>, std::hash<unsigned long>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_insert_unique_node(unsigned long, unsigned long, std::__detail::_Hash_node<std::pair<unsigned long const, DualityEngine::Model>, false>*) [139]
-----------------------------------------------
                0.00    0.00       3/3           bool DualityEngine::ComponentBank::tryAddComponent<DualityEngine::Position, double, double, double>(unsigned long const&, char const*, DualityEngine::HashMap<unsigned long, DualityEngine::Position>&, double const&, double const&, double const&) [128]
[140]    0.0    0.00    0.00       3         std::_Hashtable<unsigned long, std::pair<unsigned long const, DualityEngine::Position>, std::allocator<std::pair<unsigned long const, DualityEngine::Position> >, std::__detail::_Select1st, std::equal_to<unsigned long>, std::hash<unsigned long>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_insert_unique_node(unsigned long, unsigned long, std::__detail::_Hash_node<std::pair<unsigned long const, DualityEngine::Position>, false>*) [140]
-----------------------------------------------
                0.00    0.00       2/2           stbi__parse_png_file(stbi__png*, int, int) [117]
[141]    0.0    0.00    0.00       2         stbi__get32be(stbi__context*) [141]
-----------------------------------------------
                0.00    0.00       2/2           DualityEngine::loadCubeMapSide(unsigned int, unsigned int, char const*, std::basic_stringstream<char, std::char_traits<char>, std::allocator<char> >&) [148]
[142]    0.0    0.00    0.00       2         stbi__load_flip(stbi__context*, int*, int*, int*, int) [142]
                0.00    0.00       3/3           stbi__parse_png_file(stbi__png*, int, int) [117]
                0.00    0.00       1/1           stbi__jpeg_test(stbi__context*) [177]
-----------------------------------------------
                0.00    0.00       2/2           stbi__create_png_image(stbi__png*, unsigned char*, unsigned int, int, int, int, int) [110]
[143]    0.0    0.00    0.00       2         stbi__hdr_convert(float*, unsigned char*, int) [143]
-----------------------------------------------
                0.00    0.00       2/2           DualityEngine::System_Scripting::parseAddCommand(std::vector<std::string, std::allocator<std::string> > const&) [92]
[144]    0.0    0.00    0.00       2         DualityEngine::ComponentBank::addCameraFree(unsigned long const&, float, float, float, double, double, double, double, double, double, double, double, double) [144]
                0.00    0.00       2/18          DualityEngine::ComponentBank::tryAddFlagToSoul(unsigned long const&, unsigned long const&) [91]
                0.00    0.00       2/2           std::__detail::_Hash_node<std::pair<unsigned long const, DualityEngine::CameraFree>, false>* std::_Hashtable<unsigned long, std::pair<unsigned long const, DualityEngine::CameraFree>, std::allocator<std::pair<unsigned long const, DualityEngine::CameraFree> >, std::__detail::_Select1st, std::equal_to<unsigned long>, std::hash<unsigned long>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_allocate_node<std::piecewise_construct_t const&, std::tuple<unsigned long const&>, std::tuple<float const&, float const&, float const&, double const&, double const&, double const&, double const&, double const&, double const&, double const&, double const&, double const&> >(std::piecewise_construct_t const&, std::tuple<unsigned long const&>&&, std::tuple<float const&, float const&, float const&, double const&, double const&, double const&, double const&, double const&, double const&, double const&, double const&, double const&>&&) [150]
                0.00    0.00       2/2           std::_Hashtable<unsigned long, std::pair<unsigned long const, DualityEngine::CameraFree>, std::allocator<std::pair<unsigned long const, DualityEngine::CameraFree> >, std::__detail::_Select1st, std::equal_to<unsigned long>, std::hash<unsigned long>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_insert_unique_node(unsigned long, unsigned long, std::__detail::_Hash_node<std::pair<unsigned long const, DualityEngine::CameraFree>, false>*) [151]
                0.00    0.00       2/63          DualityEngine::System::discoverID(unsigned long const&) [81]
                0.00    0.00       2/21          DualityEngine::Game::systems_discover(unsigned long const&) [88]
                0.00    0.00       2/21          void DualityEngine::DelegateSpawner<DualityEngine::Game, void, unsigned long const&>::MethodCaller<&DualityEngine::Game::systems_discover>(void*, unsigned long const&) [87]
                0.00    0.00       2/82680       std::__detail::_Map_base<unsigned long, std::pair<unsigned long const, DualityEngine::Soul>, std::allocator<std::pair<unsigned long const, DualityEngine::Soul> >, std::__detail::_Select1st, std::equal_to<unsigned long>, std::hash<unsigned long>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true>, true>::at(unsigned long const&) [46]
-----------------------------------------------
                0.00    0.00       2/2           DualityEngine::System_Scripting::parseAddCommand(std::vector<std::string, std::allocator<std::string> > const&) [92]
[145]    0.0    0.00    0.00       2         DualityEngine::ComponentBank::addLinearVeloc(unsigned long const&, double const&, double const&, double const&) [145]
                0.00    0.00       2/18          DualityEngine::ComponentBank::tryAddFlagToSoul(unsigned long const&, unsigned long const&) [91]
                0.00    0.00       2/2           bool DualityEngine::ComponentBank::tryAddComponent<DualityEngine::LinearVelocity, double, double, double>(unsigned long const&, char const*, DualityEngine::HashMap<unsigned long, DualityEngine::LinearVelocity>&, double const&, double const&, double const&) [147]
-----------------------------------------------
                0.00    0.00       2/2           DualityEngine::System_Scripting::parseKeyword_all(std::vector<std::string, std::allocator<std::string> > const&) [149]
[146]    0.0    0.00    0.00       2         DualityEngine::ComponentBank::addSpaceControl(unsigned long const&, double const&, double const&, double const&, double const&, double const&, double const&, double const&, double const&, double const&) [146]
                0.00    0.00       2/18          DualityEngine::ComponentBank::tryAddFlagToSoul(unsigned long const&, unsigned long const&) [91]
                0.00    0.00       2/2           std::pair<std::__detail::_Node_iterator<std::pair<unsigned long const, DualityEngine::SpaceControl>, false, false>, bool> std::_Hashtable<unsigned long, std::pair<unsigned long const, DualityEngine::SpaceControl>, std::allocator<std::pair<unsigned long const, DualityEngine::SpaceControl> >, std::__detail::_Select1st, std::equal_to<unsigned long>, std::hash<unsigned long>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_emplace<std::piecewise_construct_t const&, std::tuple<unsigned long const&>, std::tuple<double const&, double const&, double const&, double const&, double const&, double const&, double const&, double const&, double const&> >(std::integral_constant<bool, true>, std::piecewise_construct_t const&, std::tuple<unsigned long const&>&&, std::tuple<double const&, double const&, double const&, double const&, double const&, double const&, double const&, double const&, double const&>&&) [152]
                0.00    0.00       2/63          DualityEngine::System::discoverID(unsigned long const&) [81]
                0.00    0.00       2/21          DualityEngine::Game::systems_discover(unsigned long const&) [88]
                0.00    0.00       2/21          void DualityEngine::DelegateSpawner<DualityEngine::Game, void, unsigned long const&>::MethodCaller<&DualityEngine::Game::systems_discover>(void*, unsigned long const&) [87]
-----------------------------------------------
                0.00    0.00       2/2           DualityEngine::ComponentBank::addLinearVeloc(unsigned long const&, double const&, double const&, double const&) [145]
[147]    0.0    0.00    0.00       2         bool DualityEngine::ComponentBank::tryAddComponent<DualityEngine::LinearVelocity, double, double, double>(unsigned long const&, char const*, DualityEngine::HashMap<unsigned long, DualityEngine::LinearVelocity>&, double const&, double const&, double const&) [147]
                0.00    0.00       2/2           std::_Hashtable<unsigned long, std::pair<unsigned long const, DualityEngine::LinearVelocity>, std::allocator<std::pair<unsigned long const, DualityEngine::LinearVelocity> >, std::__detail::_Select1st, std::equal_to<unsigned long>, std::hash<unsigned long>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_insert_unique_node(unsigned long, unsigned long, std::__detail::_Hash_node<std::pair<unsigned long const, DualityEngine::LinearVelocity>, false>*) [154]
                0.00    0.00       2/63          DualityEngine::System::discoverID(unsigned long const&) [81]
                0.00    0.00       2/21          DualityEngine::Game::systems_discover(unsigned long const&) [88]
                0.00    0.00       2/21          void DualityEngine::DelegateSpawner<DualityEngine::Game, void, unsigned long const&>::MethodCaller<&DualityEngine::Game::systems_discover>(void*, unsigned long const&) [87]
-----------------------------------------------
                0.00    0.00       2/2           DualityEngine::readAndBufferCubeMap(char const*, char const*, char const*, char const*, char const*, char const*, unsigned int*, std::basic_stringstream<char, std::char_traits<char>, std::allocator<char> >&) [397]
[148]    0.0    0.00    0.00       2         DualityEngine::loadCubeMapSide(unsigned int, unsigned int, char const*, std::basic_stringstream<char, std::char_traits<char>, std::allocator<char> >&) [148]
                0.00    0.00       3/277         stbi__stdio_read(void*, char*, int) [75]
                0.00    0.00       2/2           stbi__load_flip(stbi__context*, int*, int*, int*, int) [142]
-----------------------------------------------
